date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87407,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87412,2024,1,18,2024-01-18
2024-01-18,31.5128679,34.4581358,Health Care,"Guards, ProgrammeStaff: 3 injured",Israeli Defence Forces,Host Government: Military,Missile,0,0,0,3,0,0,"Guards, ProgrammeStaff",False,43650,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,87411,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,87410,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43809,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87408,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87413,2024,1,18,2024-01-18
2024-01-18,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43649,2024,1,18,2024-01-18
2024-01-18,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43648,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87406,2024,1,18,2024-01-18
2024-01-18,32.3136127735,35.0349283566,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,87409,2024,1,18,2024-01-18
2024-01-19,31.5128679,34.4581358,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,84663,2024,1,19,2024-01-19
2024-01-19,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43652,2024,1,19,2024-01-19
2024-01-19,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43651,2024,1,19,2024-01-19
2024-01-19,31.5240854092,34.443495558,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43681,2024,1,19,2024-01-19
2024-01-19,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43678,2024,1,19,2024-01-19
2024-01-19,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43759,2024,1,19,2024-01-19
2024-01-19,31.4432234,34.360007,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43935,2024,1,19,2024-01-19
2024-01-20,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43762,2024,1,20,2024-01-20
2024-01-20,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,87331,2024,1,20,2024-01-20
2024-01-20,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,86527,2024,1,20,2024-01-20
2024-01-20,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43760,2024,1,20,2024-01-20
2024-01-20,31.3517405124,34.2981790731,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,43682,2024,1,20,2024-01-20
2024-01-21,31.5211908201,34.4352699373,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Rocket,0,0,1,0,0,0,HeadOfProgramme,False,43686,2024,1,21,2024-01-21
2024-01-21,31.3517405124,34.2981790731,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,43683,2024,1,21,2024-01-21
2024-01-21,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43684,2024,1,21,2024-01-21
2024-01-22,31.3443293,34.3095897,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43690,2024,1,22,2024-01-22
2024-01-22,31.3443293,34.3095897,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,74252,2024,1,22,2024-01-22
2024-01-22,31.35408779,34.28046003,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Arson,0,0,0,0,0,0,,False,43936,2024,1,22,2024-01-22
2024-01-22,31.5290924248,34.4840203437,Health Care,Technician: 1 killed,Israeli Defence Forces,Host Government: Military,Shelling,0,0,1,0,0,0,Technician,False,69251,2024,1,22,2024-01-22
2024-01-22,31.3517405124,34.2981790731,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43689,2024,1,22,2024-01-22
2024-01-22,31.3477127106,34.2967678572,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43691,2024,1,22,2024-01-22
2024-01-22,31.4876259,34.4440945219,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Pharmacist,False,84716,2024,1,22,2024-01-22
2024-01-22,31.3467364,34.2919545568,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43738,2024,1,22,2024-01-22
2024-01-22,31.35408779,34.28046003,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43741,2024,1,22,2024-01-22
2024-01-22,31.35408779,34.28046003,Health Care,HospitalStaff: 1 arrested; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,HospitalStaff,False,43742,2024,1,22,2024-01-22
2024-01-22,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43743,2024,1,22,2024-01-22
2024-01-22,32.4019945569,35.202953542,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43792,2024,1,22,2024-01-22
2024-01-22,31.3517405124,34.2981790731,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,True,43694,2024,1,22,2024-01-22
2024-01-23,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43782,2024,1,23,2024-01-23
2024-01-23,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43754,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,HospitalStaff,True,43780,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,43773,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,43771,2024,1,23,2024-01-23
2024-01-23,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43753,2024,1,23,2024-01-23
2024-01-23,31.3443293,34.3095897,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,43783,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,43769,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,43767,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43766,2024,1,23,2024-01-23
2024-01-23,31.3443293,34.3095897,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,True,43745,2024,1,23,2024-01-23
2024-01-23,31.3517405124,34.2981790731,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43755,2024,1,23,2024-01-23
2024-01-23,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,44129,2024,1,23,2024-01-23
2024-01-23,31.3477127106,34.2967678572,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,43744,2024,1,23,2024-01-23
2024-01-23,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43775,2024,1,23,2024-01-23
2024-01-24,31.7629636205,34.9384953773,Health Care,1 ambulance(s) destroyed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,44153,2024,1,24,2024-01-24
2024-01-24,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87414,2024,1,24,2024-01-24
2024-01-24,32.3827352,35.1798426,Health Care,AmbulanceDriver: 1 injured,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,AmbulanceDriver,False,43789,2024,1,24,2024-01-24
2024-01-24,31.3517405124,34.2981790731,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,0,0,0,0,0,0,,False,43785,2024,1,24,2024-01-24
2024-01-24,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,43784,2024,1,24,2024-01-24
2024-01-24,31.3477127106,34.2967678572,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,86322,2024,1,24,2024-01-24
2024-01-24,31.35408779,34.28046003,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43957,2024,1,24,2024-01-24
2024-01-24,31.3023150385,34.3195736658,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,44041,2024,1,24,2024-01-24
2024-01-24,31.35408779,34.28046003,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,43788,2024,1,24,2024-01-24
2024-01-24,31.3517405124,34.2981790731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,44049,2024,1,24,2024-01-24
2024-01-24,31.3478325696,34.2932331562,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,43948,2024,1,24,2024-01-24
2024-01-25,31.4432234,34.360007,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,70547,2024,1,25,2024-01-25
2024-01-25,32.3835814022,35.1804227937,Health Care,ProgrammeStaff: 1 injured; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,ProgrammeStaff,True,87415,2024,1,25,2024-01-25
2024-01-25,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,43959,2024,1,25,2024-01-25
2024-01-25,31.3550656,34.2610942,Health Care,Dentist: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Dentist,False,84669,2024,1,25,2024-01-25
2024-01-25,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43790,2024,1,25,2024-01-25
2024-01-25,31.35408779,34.28046003,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,44039,2024,1,25,2024-01-25
2024-01-25,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43786,2024,1,25,2024-01-25
2024-01-26,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43893,2024,1,26,2024-01-26
2024-01-26,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,0,0,0,,False,43832,2024,1,26,2024-01-26
2024-01-26,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,43919,2024,1,26,2024-01-26
2024-01-26,31.3443293,34.3095897,Health Care,Nurse: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Nurse,False,85092,2024,1,26,2024-01-26
2024-01-26,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43810,2024,1,26,2024-01-26
2024-01-26,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43980,2024,1,26,2024-01-26
2024-01-26,31.3517405124,34.2981790731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43984,2024,1,26,2024-01-26
2024-01-27,32.1968143791,35.0517672318,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87423,2024,1,27,2024-01-27
2024-01-27,31.3477127106,34.2967678572,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43916,2024,1,27,2024-01-27
2024-01-27,31.3583095101,34.2769124168,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87335,2024,1,27,2024-01-27
2024-01-27,32.1881333,34.9679208,Health Care,ProgrammeStaff: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,False,87419,2024,1,27,2024-01-27
2024-01-27,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43787,2024,1,27,2024-01-27
2024-01-27,31.3517405124,34.2981790731,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,43917,2024,1,27,2024-01-27
2024-01-27,31.3583095101,34.2769124168,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,87332,2024,1,27,2024-01-27
2024-01-27,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43889,2024,1,27,2024-01-27
2024-01-27,31.3478325696,34.2932331562,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,True,43986,2024,1,27,2024-01-27
2024-01-27,31.3583095101,34.2769124168,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,87334,2024,1,27,2024-01-27
2024-01-27,31.3443293,34.3095897,Health Care,Nurse: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Nurse,False,85117,2024,1,27,2024-01-27
2024-01-27,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87337,2024,1,27,2024-01-27
2024-01-28,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,43915,2024,1,28,2024-01-28
2024-01-28,32.4620862094,35.2915349538,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,43855,2024,1,28,2024-01-28
2024-01-28,31.3517405124,34.2981790731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43844,2024,1,28,2024-01-28
2024-01-28,31.5356020826,34.4470303046,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,43937,2024,1,28,2024-01-28
2024-01-28,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43850,2024,1,28,2024-01-28
2024-01-29,31.6522694661,35.2137837516,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43851,2024,1,29,2024-01-29
2024-01-29,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43846,2024,1,29,2024-01-29
2024-01-29,31.7043556,35.2061876,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43956,2024,1,29,2024-01-29
